,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
646,12219214,JD428949,11/10/20 11:00,053XX W MONROE ST,560,ASSAULT,SIMPLE,APARTMENT,False,False,1522,15,29,25,08A,,,2020,11/17/20 15:49,,,
648,12222737,JD433163,5/1/20 9:00,104XX S MORGAN ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2232,22,34,73,11,,,2020,11/17/20 15:49,,,
649,12218108,JD427730,11/10/20 21:26,011XX S WABASH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,123,1,4,32,15,,,2020,11/17/20 15:49,,,
650,12217462,JD427103,11/10/20 10:55,056XX W GUNNISON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1622,16,45,11,08B,,,2020,11/17/20 15:49,,,
651,12218770,JD428586,11/10/20 22:00,047XX W WELLINGTON AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,2521,25,31,19,6,,,2020,11/17/20 15:49,,,
652,12223163,JD433591,11/6/20 15:30,012XX W EARLY AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,2013,20,48,77,5,,,2020,11/17/20 15:49,,,
654,12218214,JD426976,11/10/20 9:21,006XX S DEARBORN ST,545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",RESIDENCE,False,False,123,1,4,32,08A,,,2020,11/17/20 15:49,,,
655,12217755,JD427451,11/10/20 16:00,060XX N BROADWAY,320,ROBBERY,STRONG ARM - NO WEAPON,GROCERY FOOD STORE,False,False,2433,24,48,77,3,,,2020,11/17/20 15:49,,,
656,12217905,JD427274,11/10/20 2:00,091XX S PARNELL AVE,820,THEFT,$500 AND UNDER,STREET,False,False,2223,22,21,73,6,,,2020,11/17/20 15:49,,,
657,12219578,JD428559,11/10/20 21:00,118XX S PERRY AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,522,5,34,53,5,,,2020,11/17/20 15:49,,,
658,12222622,JD432922,11/8/20 8:00,001XX E 110TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),False,False,513,5,9,49,11,,,2020,11/17/20 15:49,,,
659,12217840,JD427575,11/10/20 17:00,012XX S CANAL ST,890,THEFT,FROM BUILDING,ATHLETIC CLUB,False,False,124,1,11,28,6,,,2020,11/17/20 15:49,,,
660,12219351,JD429227,11/10/20 23:00,085XX S PRAIRIE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,632,6,6,44,11,,,2020,11/17/20 15:49,,,
661,12217450,JD426887,11/10/20 8:50,030XX W 60TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,823,8,16,66,08B,,,2020,11/17/20 15:49,,,
662,12217192,JD426747,11/10/20 3:24,013XX E 71ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,321,3,5,43,15,,,2020,11/17/20 15:49,,,
663,12217668,JD427109,11/10/20 11:30,081XX S ELLIS AVE,810,THEFT,OVER $500,STREET,False,False,631,6,8,44,6,,,2020,11/17/20 15:49,,,
664,12217587,JD427127,11/10/20 12:14,086XX S COTTAGE GROVE AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,True,False,632,6,6,44,6,,,2020,11/17/20 15:49,,,
665,12140148,JD314856,7/30/20 9:15,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11,24,29,18,,,2020,11/17/20 15:47,,,
666,12139367,JD310475,7/26/20 11:10,006XX W OHARE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41,76,18,,,2020,11/17/20 15:47,,,
667,12139348,JD310539,7/26/20 12:05,006XX W OHARE ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41,76,18,,,2020,11/17/20 15:47,,,
668,12132182,JD288435,7/6/20 14:15,004XX W 29TH ST,2091,NARCOTICS,FORFEIT PROPERTY,RESIDENCE - PORCH / HALLWAY,True,False,914,9,11,60,18,,,2020,11/17/20 15:47,,,
669,12132177,JD238435,5/21/20 11:52,003XX S KARLOV AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,1132,11,28,26,18,,,2020,11/17/20 15:47,,,
670,12132023,JD287922,7/6/20 11:00,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11,24,29,18,,,2020,11/17/20 15:47,,,
671,12127293,JD280119,6/29/20 13:56,032XX W NORTH AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,VEHICLE NON-COMMERCIAL,True,False,1422,14,26,23,18,,,2020,11/17/20 15:47,,,
672,12125066,JD319831,8/3/20 14:00,082XX S MARYLAND AVE,320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,True,False,631,6,8,44,3,1183338.0,1850568.0,2020,11/17/20 15:47,41.74515091,-87.60379387,"(41.745150913, -87.603793874)"
673,12124191,JD318617,8/2/20 16:09,040XX W MADISON ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,True,False,1115,11,28,26,04B,1149528.0,1899708.0,2020,11/17/20 15:47,41.88071796,-87.72640843,"(41.880717961, -87.726408427)"
674,12120990,JD238447,5/21/20 11:54,003XX S KARLOV AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,1132,11,28,26,18,,,2020,11/17/20 15:47,,,
675,12048937,JD174980,3/5/20 10:54,034XX W 59TH ST,2091,NARCOTICS,FORFEIT PROPERTY,RESIDENCE,True,False,822,8,23,66,18,,,2020,11/17/20 15:47,,,
677,11961153,JD127366,1/24/20 17:15,021XX S CENTRAL PARK AVE,320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,False,False,1024,10,24,29,3,1152702.0,1889465.0,2020,11/17/20 15:47,41.85254784,-87.71502458,"(41.852547835, -87.715024584)"
679,12216793,JD426425,11/9/20 17:00,049XX W FERDINAND ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1532,15,37,25,11,,,2020,11/16/20 15:52,,,
680,12216223,JD425647,11/9/20 4:00,016XX N CICERO AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True,2533,25,37,25,08B,,,2020,11/16/20 15:52,,,
681,12216478,JD425834,11/9/20 10:18,070XX S PERRY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,731,7,6,69,08B,,,2020,11/16/20 15:52,,,
682,12216939,JD426494,11/9/20 19:31,038XX W LEXINGTON ST,920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,1133,11,24,26,7,,,2020,11/16/20 15:52,,,
683,12220955,JD431031,11/9/20 7:00,041XX N MENARD AVE,810,THEFT,OVER $500,STREET,False,False,1624,16,38,15,6,,,2020,11/16/20 15:52,,,
684,12216298,JD425682,11/9/20 6:35,069XX S CLAREMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,832,8,17,66,14,,,2020,11/16/20 15:52,,,
685,12216118,JD425564,11/9/20 0:01,044XX S FAIRFIELD AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,True,True,922,9,15,58,04A,,,2020,11/16/20 15:52,,,
686,12217289,JD426825,11/9/20 20:00,068XX S HONORE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,726,7,17,67,14,,,2020,11/16/20 15:52,,,
687,12216551,JD425981,11/9/20 8:00,003XX S WACKER DR,810,THEFT,OVER $500,STREET,False,False,122,1,42,32,6,,,2020,11/16/20 15:52,,,
688,12216623,JD426187,11/9/20 15:00,070XX S CRANDON AVE,810,THEFT,OVER $500,SIDEWALK,False,False,331,3,5,43,6,,,2020,11/16/20 15:52,,,
689,12217204,JD426552,11/9/20 20:05,013XX E 87TH ST,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,412,4,8,45,3,,,2020,11/16/20 15:52,,,
690,12216468,JD425932,11/9/20 12:00,005XX N ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1121,11,27,23,14,,,2020,11/16/20 15:52,,,
691,12216208,JD425622,11/9/20 2:26,021XX E 71ST ST,620,BURGLARY,UNLAWFUL ENTRY,CONVENIENCE STORE,False,False,333,3,5,43,5,,,2020,11/16/20 15:52,,,
692,12216663,JD426251,11/9/20 16:00,029XX N DAWSON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1412,14,35,21,11,,,2020,11/16/20 15:52,,,
693,12217148,JD426622,11/9/20 18:00,059XX S BISHOP ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,713,7,16,67,7,,,2020,11/16/20 15:52,,,
696,12216834,JD426477,11/9/20 11:30,023XX W HADDON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,1212,12,1,24,11,,,2020,11/16/20 15:52,,,
697,12216128,JD425569,11/9/20 0:31,060XX S CAMPBELL AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,825,8,16,66,04A,,,2020,11/16/20 15:52,,,
698,12216970,JD426427,11/9/20 18:14,009XX W SCHOOL ST,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,1924,19,44,6,3,,,2020,11/16/20 15:52,,,
699,12216170,JD425623,11/9/20 2:50,028XX N KENNETH AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,2523,25,31,20,04B,,,2020,11/16/20 15:52,,,
700,12216997,JD426588,11/9/20 21:06,077XX S HALSTED ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,621,6,17,71,15,,,2020,11/16/20 15:52,,,
701,12218414,JD428132,11/9/20 20:00,080XX S WOODLAWN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,411,4,8,45,14,,,2020,11/16/20 15:52,,,
702,12221895,JD432215,11/6/20 14:10,021XX N BELL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1432,14,32,22,11,,,2020,11/16/20 15:52,,,
703,12217099,JD426679,11/9/20 23:45,049XX W CHICAGO AVE,820,THEFT,$500 AND UNDER,STREET,False,False,1531,15,37,25,6,,,2020,11/16/20 15:52,,,
705,12216750,JD426126,11/9/20 14:26,003XX S CENTRAL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1522,15,29,25,08B,,,2020,11/16/20 15:52,,,
706,12217899,JD427508,11/9/20 23:00,026XX S AVERS AVE,820,THEFT,$500 AND UNDER,STREET,False,False,1031,10,22,30,6,,,2020,11/16/20 15:52,,,
707,12221720,JD431984,11/2/20 18:00,005XX N PEORIA ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1214,12,27,24,11,,,2020,11/16/20 15:52,,,
708,12218532,JD428151,11/9/20 23:00,025XX W MARQUETTE RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,832,8,17,66,08B,,,2020,11/16/20 15:52,,,
709,12216714,JD426000,11/9/20 12:07,020XX E 71ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,333,3,5,43,15,,,2020,11/16/20 15:52,,,
710,12217824,JD427551,11/9/20 19:00,036XX W BELLE PLAINE AVE,460,BATTERY,SIMPLE,OTHER (SPECIFY),False,False,1723,17,45,16,08B,,,2020,11/16/20 15:52,,,
711,12216368,JD425645,11/9/20 4:00,012XX E 79TH ST,460,BATTERY,SIMPLE,RESIDENCE,False,False,411,4,8,45,08B,,,2020,11/16/20 15:52,,,
712,12218935,JD426628,11/9/20 8:30,076XX S KINGSTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,421,4,7,43,08B,,,2020,11/16/20 15:52,,,
713,12219987,JD426333,11/9/20 17:05,001XX E SUPERIOR ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1833,18,2,8,15,,,2020,11/16/20 15:52,,,
714,12217089,JD426664,11/9/20 21:00,052XX S JUSTINE ST,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,False,934,9,16,61,04B,,,2020,11/16/20 15:52,,,
715,12216403,JD425853,11/9/20 10:45,067XX S LOOMIS BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,724,7,17,67,08B,,,2020,11/16/20 15:52,,,
716,12217521,JD426538,11/9/20 20:27,011XX W BRYN MAWR AVE,460,BATTERY,SIMPLE,CTA STATION,False,False,2023,20,48,77,08B,,,2020,11/16/20 15:52,,,
718,12217672,JD426586,11/9/20 21:00,053XX N BROADWAY,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,GROCERY FOOD STORE,False,False,2023,20,48,77,04A,,,2020,11/16/20 15:52,,,
719,12216820,JD426430,11/9/20 14:30,013XX S WASHTENAW AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,1023,10,28,29,14,,,2020,11/16/20 15:52,,,
720,12216179,JD425609,11/9/20 1:39,012XX W GRENSHAW ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,False,False,1231,12,28,28,14,,,2020,11/16/20 15:52,,,
721,12217929,JD427344,11/9/20 4:00,0000X W 13TH ST,820,THEFT,$500 AND UNDER,STREET,False,False,131,1,3,33,6,,,2020,11/16/20 15:52,,,
722,12216559,JD425808,11/9/20 9:30,004XX W 99TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,False,True,2232,22,9,73,14,,,2020,11/16/20 15:52,,,
723,12222305,JD432636,11/2/20 14:00,059XX S NASHVILLE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,811,8,13,64,11,,,2020,11/16/20 15:52,,,
724,12221991,JD431394,11/7/20 12:00,092XX S RACINE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,2222,22,21,73,5,,,2020,11/16/20 15:52,,,
725,12221639,JD427295,11/9/20 11:00,035XX S MICHIGAN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,POLICE FACILITY / VEHICLE PARKING LOT,False,False,213,2,3,35,11,,,2020,11/16/20 15:52,,,
726,12217483,JD427113,11/9/20 14:00,064XX W IRVING PARK RD,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,False,False,1632,16,38,17,6,,,2020,11/16/20 15:52,,,
727,12216989,JD426534,11/9/20 19:37,024XX S BLUE ISLAND AVE,820,THEFT,$500 AND UNDER,STREET,False,False,1034,10,25,31,6,,,2020,11/16/20 15:52,,,
728,12217131,JD426658,11/9/20 22:46,005XX W 103RD ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,2232,22,9,73,04B,,,2020,11/16/20 15:52,,,
729,12216629,JD426049,11/9/20 5:30,056XX S WESTERN AVE,810,THEFT,OVER $500,STREET,False,False,824,8,15,63,6,,,2020,11/16/20 15:52,,,
732,12216590,JD426033,11/9/20 13:00,021XX E 71ST ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,333,3,5,43,6,,,2020,11/16/20 15:52,,,
733,12222307,JD432615,11/8/20 13:24,024XX N SPRINGFIELD AVE,890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,2524,25,31,22,6,,,2020,11/16/20 15:52,,,
734,12217039,JD426615,11/9/20 21:59,002XX W 63RD ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,722,7,20,68,04A,,,2020,11/16/20 15:52,,,
735,12216153,JD425578,11/9/20 0:49,057XX S WESTERN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,824,8,16,63,15,,,2020,11/16/20 15:52,,,
736,12219337,JD429045,11/9/20 16:00,040XX W LAKE ST,320,ROBBERY,STRONG ARM - NO WEAPON,CTA PLATFORM,False,False,1114,11,28,26,3,,,2020,11/16/20 15:52,,,
737,12217085,JD426639,11/9/20 21:40,013XX E 52ND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,234,2,4,41,08B,,,2020,11/16/20 15:52,,,
738,12221677,JD431824,11/9/20 9:00,003XX S CICERO AVE,860,THEFT,RETAIL THEFT,GAS STATION,False,False,1533,15,28,25,6,,,2020,11/16/20 15:52,,,
739,12217724,JD427302,11/9/20 14:02,122XX S EGGLESTON AVE,495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE,False,True,523,5,34,53,04B,,,2020,11/16/20 15:52,,,
740,12217043,JD426506,11/9/20 19:22,008XX S WABASH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,123,1,4,32,15,,,2020,11/16/20 15:52,,,
741,12216508,JD425967,11/9/20 12:00,013XX N LOREL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),False,False,2532,25,37,25,14,,,2020,11/16/20 15:52,,,
742,12217655,JD427111,11/9/20 16:30,098XX S AVENUE M,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,432,4,10,52,14,,,2020,11/16/20 15:52,,,
743,12217974,JD426818,11/9/20 18:20,025XX N CLARK ST,820,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,False,False,1935,19,43,7,6,,,2020,11/16/20 15:52,,,
744,12217103,JD426649,11/9/20 22:50,076XX S SEELEY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,611,6,18,71,08B,,,2020,11/16/20 15:52,,,
747,12217405,JD426824,11/9/20 18:36,043XX S KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,821,8,14,58,14,,,2020,11/16/20 15:52,,,
748,12217030,JD426585,11/9/20 21:21,005XX N ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,1121,11,27,23,14,,,2020,11/16/20 15:52,,,
749,12216653,JD426211,11/9/20 15:20,043XX W 13TH ST,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,VEHICLE NON-COMMERCIAL,True,False,1011,10,24,29,18,,,2020,11/16/20 15:52,,,
750,12216635,JD426142,11/9/20 14:35,114XX S MAY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2234,22,34,75,14,,,2020,11/16/20 15:52,,,
751,12216698,JD426296,11/9/20 9:30,057XX S KILBOURN AVE,820,THEFT,$500 AND UNDER,STREET,False,False,813,8,13,62,6,,,2020,11/16/20 15:52,,,
752,12216245,JD425640,11/9/20 1:59,018XX W IRVING PARK RD,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,1922,19,47,5,5,,,2020,11/16/20 15:52,,,
753,12216199,JD425610,11/9/20 2:15,044XX W 55TH ST,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,ALLEY,False,False,815,8,23,62,3,,,2020,11/16/20 15:52,,,
754,12216980,JD426559,11/9/20 20:29,038XX W HARRISON ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1133,11,24,26,18,,,2020,11/16/20 15:52,,,
755,12216855,JD426478,11/9/20 19:00,003XX E 87TH ST,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,632,6,6,44,08A,,,2020,11/16/20 15:52,,,
756,12217242,JD426786,11/9/20 18:00,045XX S GREENWOOD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,222,2,4,39,7,,,2020,11/16/20 15:52,,,
757,12217019,JD426570,11/9/20 20:45,071XX S LOWE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE,True,False,732,7,6,68,15,,,2020,11/16/20 15:52,,,
758,12216386,JD425817,11/9/20 10:05,057XX S ADA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,713,7,16,67,08B,,,2020,11/16/20 15:52,,,
760,12216577,JD425960,11/9/20 12:00,130XX S DR MARTIN LUTHER KING JR DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,533,5,9,54,08B,,,2020,11/16/20 15:52,,,
761,12216927,JD426294,11/9/20 16:41,063XX S ASHLAND AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,725,7,16,67,04B,,,2020,11/16/20 15:52,,,
763,12216236,JD425595,11/9/20 1:10,072XX S PEORIA ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,733,7,6,68,04B,,,2020,11/16/20 15:52,,,
764,12221699,JD431973,11/1/20 12:00,045XX N SEELEY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1911,19,47,4,11,,,2020,11/16/20 15:52,,,
765,12220063,JD430008,11/9/20 23:50,021XX W FOSTER AVE,610,BURGLARY,FORCIBLE ENTRY,SCHOOL - PUBLIC GROUNDS,False,False,2032,20,40,4,5,,,2020,11/16/20 15:52,,,
766,12218560,JD426347,11/9/20 16:00,021XX N DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1432,14,32,22,14,,,2020,11/16/20 15:52,,,
767,12216196,JD425590,11/9/20 1:25,063XX N CAMPBELL AVE,460,BATTERY,SIMPLE,STREET,False,False,2413,24,50,2,08B,,,2020,11/16/20 15:52,,,
768,12216561,JD425881,11/9/20 10:46,086XX S COTTAGE GROVE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,632,6,6,44,6,,,2020,11/16/20 15:52,,,
769,12216692,JD426202,11/9/20 14:09,079XX S MAY ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,612,6,17,71,08B,,,2020,11/16/20 15:52,,,
770,12217604,JD427276,11/9/20 20:00,081XX S MANISTEE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,422,4,7,46,7,,,2020,11/16/20 15:52,,,
771,12219567,JD428431,11/9/20 0:00,055XX W NORTH AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,2532,25,37,25,04B,,,2020,11/16/20 15:52,,,
772,12217079,JD426537,11/9/20 18:11,071XX S HERMITAGE AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,RESIDENCE,True,False,735,7,17,67,18,,,2020,11/16/20 15:52,,,
773,12216491,JD425822,11/9/20 10:07,007XX W 81ST ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,621,6,21,71,5,,,2020,11/16/20 15:52,,,
775,12218384,JD428154,11/9/20 8:00,106XX S ST LOUIS AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2211,22,19,74,11,,,2020,11/16/20 15:52,,,
776,12222321,JD432676,10/26/20 0:00,070XX S CRANDON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,331,3,5,43,11,,,2020,11/16/20 15:52,,,
777,12216463,JD425754,11/9/20 7:52,021XX W RANDOLPH ST,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,True,1223,12,27,28,04A,,,2020,11/16/20 15:52,,,
778,12217856,JD427538,11/9/20 17:00,085XX S COTTAGE GROVE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,632,6,6,44,7,,,2020,11/16/20 15:52,,,
779,12216731,JD426290,11/9/20 8:37,007XX W 60TH PL,560,ASSAULT,SIMPLE,RESIDENCE,False,True,711,7,16,68,08A,,,2020,11/16/20 15:52,,,
780,12216830,JD426375,11/9/20 17:35,040XX W LAKE ST,460,BATTERY,SIMPLE,CTA PLATFORM,False,False,1114,11,28,26,08B,,,2020,11/16/20 15:52,,,
781,12217108,JD426605,11/9/20 21:00,132XX S FORRESTVILLE AVE,460,BATTERY,SIMPLE,RESIDENCE,False,False,533,5,9,54,08B,,,2020,11/16/20 15:52,,,
782,12219409,JD429251,11/9/20 18:00,054XX W THOMAS ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,False,False,1524,15,37,25,11,,,2020,11/16/20 15:52,,,
784,12216599,JD426077,11/9/20 13:20,056XX S ELIZABETH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,False,False,713,7,16,67,14,,,2020,11/16/20 15:52,,,
785,12221926,JD432231,11/9/20 9:00,051XX S HONORE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,932,9,16,61,11,,,2020,11/16/20 15:52,,,
786,12217345,JD426969,11/9/20 11:15,071XX S RIDGELAND AVE,820,THEFT,$500 AND UNDER,APARTMENT,False,False,324,3,7,43,6,,,2020,11/16/20 15:52,,,
787,12217873,JD427580,11/9/20 17:00,043XX S ST LOUIS AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,821,8,14,58,11,,,2020,11/16/20 15:52,,,
788,12217742,JD427211,11/9/20 17:00,092XX S ADA ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,2222,22,21,73,04A,,,2020,11/16/20 15:52,,,
789,12216159,JD425582,11/9/20 0:45,072XX S CONSTANCE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,324,3,7,43,08B,,,2020,11/16/20 15:52,,,
790,12216610,JD425718,11/9/20 7:55,050XX W POLK ST,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,1533,15,29,25,04A,,,2020,11/16/20 15:52,,,
791,12216337,JD425707,11/9/20 7:33,007XX E 90TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,633,6,8,44,08B,,,2020,11/16/20 15:52,,,
793,12217360,JD426468,11/9/20 16:00,085XX W CATALPA AVE,810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1614,16,41,76,6,,,2020,11/16/20 15:52,,,
794,12217390,JD426919,11/9/20 17:30,063XX S KEDVALE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,813,8,13,65,11,,,2020,11/16/20 15:52,,,
