ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12217472,JD426803,11/10/20 2:00,034XX N KEDZIE AVE,610,BURGLARY,FORCIBLE ENTRY,AUTO / BOAT / RV DEALERSHIP,FALSE,FALSE,1733,17,35,21,5,,,2020,11/17/20 15:49,,,
12217849,JD427419,11/10/20 14:27,049XX W HIRSCH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2533,25,37,25,14,,,2020,11/17/20 15:49,,,
12218217,JD427885,11/10/20 22:30,010XX N CALIFORNIA AVE,820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,1211,12,26,24,6,,,2020,11/17/20 15:49,,,
12219017,JD428194,11/10/20 19:00,110XX S EBERHART AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,FALSE,FALSE,513,5,9,49,14,,,2020,11/17/20 15:49,,,
12219968,JD429972,11/10/20 16:50,006XX W BELMONT AVE,560,ASSAULT,SIMPLE,LIBRARY,FALSE,FALSE,1925,19,44,6,08A,,,2020,11/17/20 15:49,,,
12222840,JD433111,11/8/20 20:00,048XX W WRIGHTWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2521,25,31,19,11,,,2020,11/17/20 15:49,,,
12217816,JD427381,11/10/20 14:15,036XX N LAKE SHORE DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,1925,19,46,6,11,,,2020,11/17/20 15:49,,,
12219817,JD429473,11/10/20 23:00,004XX W FULLERTON PKWY,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1935,19,43,7,6,,,2020,11/17/20 15:49,,,
12222591,JD433013,11/5/20 8:00,009XX W ARGYLE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,2024,20,48,3,11,,,2020,11/17/20 15:49,,,
12217798,JD427450,11/10/20 16:00,096XX S WENTWORTH AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,FALSE,FALSE,511,5,21,49,3,,,2020,11/17/20 15:49,,,
12222448,JD432821,10/11/20 0:01,061XX W MIAMI AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,POOL ROOM,FALSE,FALSE,1611,16,39,10,11,,,2020,11/17/20 15:49,,,
12218074,JD426780,11/10/20 6:12,059XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,232,2,20,40,08B,,,2020,11/17/20 15:49,,,
12217412,JD427041,11/10/20 10:40,016XX N TRIPP AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,2534,25,26,23,26,,,2020,11/17/20 15:49,,,
12218178,JD427771,11/10/20 21:38,012XX W 110TH PL,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE - YARD (FRONT / BACK),TRUE,FALSE,2234,22,34,75,26,,,2020,11/17/20 15:49,,,
12219377,JD429264,11/10/20 10:00,020XX N HOYNE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1432,14,32,22,6,,,2020,11/17/20 15:49,,,
12217534,JD426826,11/10/20 4:00,016XX S KEELER AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1012,10,24,29,5,,,2020,11/17/20 15:49,,,
12218120,JD427786,11/10/20 22:04,0000X E LAKE ST,031A,ROBBERY,ARMED - HANDGUN,STREET,FALSE,FALSE,111,1,42,32,3,,,2020,11/17/20 15:49,,,
12219610,JD429300,11/10/20 23:47,058XX S KILBOURN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,813,8,13,62,14,,,2020,11/17/20 15:49,,,
12218098,JD427680,11/10/20 21:06,005XX W 80TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,621,6,17,44,15,,,2020,11/17/20 15:49,,,
12217829,JD427407,11/10/20 12:30,043XX N KIMBALL AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,1723,17,35,16,6,,,2020,11/17/20 15:49,,,
12217910,JD427650,11/10/20 19:12,005XX N PINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,FALSE,FALSE,1523,15,37,25,14,,,2020,11/17/20 15:49,,,
12217508,JD427129,11/10/20 10:15,004XX W FULLERTON PKWY,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1814,18,43,7,7,,,2020,11/17/20 15:49,,,
12217442,JD426880,11/10/20 9:00,001XX N LOREL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,FALSE,FALSE,1523,15,28,25,7,,,2020,11/17/20 15:49,,,
12222893,JD432579,11/4/20 11:25,018XX N CALIFORNIA AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1421,14,1,22,6,,,2020,11/17/20 15:49,,,
12218244,JD427947,11/10/20 16:00,078XX S CREGIER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,414,4,8,43,14,,,2020,11/17/20 15:49,,,
12220236,JD430394,11/10/20 2:20,005XX W BROMPTON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1925,19,46,6,7,,,2020,11/17/20 15:49,,,
12218816,JD428505,11/10/20 14:44,063XX W waveland ave,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,1633,16,36,17,6,,,2020,11/17/20 15:49,,,
12217988,JD427679,11/10/20 10:09,003XX E OHIO ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1834,18,42,8,7,,,2020,11/17/20 15:49,,,
12217700,JD427089,11/10/20 7:00,010XX W VERMONT ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,523,5,34,53,5,,,2020,11/17/20 15:49,,,
12217318,JD426962,11/10/20 10:00,083XX S MORGAN ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,613,6,21,71,6,,,2020,11/17/20 15:49,,,
12217341,JD426950,11/10/20 3:00,058XX W ARTHINGTON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1513,15,29,25,7,,,2020,11/17/20 15:49,,,
12217763,JD427474,11/10/20 16:20,029XX N KARLOV AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2523,25,31,21,6,,,2020,11/17/20 15:49,,,
12217666,JD427160,11/10/20 11:00,035XX W WABANSIA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1422,14,26,23,7,,,2020,11/17/20 15:49,,,
12217143,JD426730,11/10/20 2:34,007XX N LAMON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1531,15,37,25,08B,,,2020,11/17/20 15:49,,,
12217218,JD426773,11/10/20 5:43,011XX N LARAMIE AVE,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,FALSE,FALSE,1531,15,37,25,04B,,,2020,11/17/20 15:49,,,
12217575,JD427075,11/10/20 10:30,042XX N CICERO AVE,560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1722,17,45,15,08A,,,2020,11/17/20 15:49,,,
12219153,JD427922,11/10/20 15:00,028XX W AUGUSTA BLVD,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1211,12,26,24,5,,,2020,11/17/20 15:49,,,
12221868,JD429518,11/10/20 0:00,009XX N CROSBY ST,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,FALSE,TRUE,1822,18,27,8,2,,,2020,11/17/20 15:49,,,
12222861,JD432559,11/1/20 10:50,034XX N OZANAM AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,FALSE,FALSE,1631,16,38,17,11,,,2020,11/17/20 15:49,,,
12218656,JD428247,11/10/20 21:00,095XX S PRINCETON AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,FALSE,FALSE,511,5,21,49,3,,,2020,11/17/20 15:49,,,
12222671,JD433103,11/10/20 13:00,034XX N LAKE SHORE DR,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,FALSE,1925,19,44,6,26,,,2020,11/17/20 15:49,,,
12218112,JD427750,11/10/20 21:50,052XX S ASHLAND AVE,2027,NARCOTICS,POSSESS - CRACK,STREET,TRUE,FALSE,934,9,16,61,18,,,2020,11/17/20 15:49,,,
12219330,JD428922,11/10/20 2:00,033XX W BELMONT AVE,820,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,1412,14,35,21,6,,,2020,11/17/20 15:49,,,
12223155,JD432926,10/28/20 16:00,092XX S MARSHFIELD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,2221,22,21,73,11,,,2020,11/17/20 15:49,,,
12218396,JD427688,11/10/20 20:07,026XX W DIVISION ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,1423,14,26,24,6,,,2020,11/17/20 15:49,,,
12218538,JD427766,11/10/20 22:15,010XX W LAWRENCE AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,FALSE,FALSE,2024,20,46,3,3,,,2020,11/17/20 15:49,,,
12218007,JD427449,11/10/20 15:15,053XX S COTTAGE GROVE AVE,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,FALSE,FALSE,233,2,4,40,04A,,,2020,11/17/20 15:49,,,
12217454,JD427076,11/10/20 9:00,065XX S EBERHART AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,TRUE,FALSE,321,3,20,42,18,,,2020,11/17/20 15:49,,,
12222394,JD432753,10/2/20 15:00,051XX W WAVELAND AVE,810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),FALSE,FALSE,1634,16,45,15,6,,,2020,11/17/20 15:49,,,
12218442,JD428056,11/10/20 8:00,032XX W LE MOYNE ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1422,14,26,23,6,,,2020,11/17/20 15:49,,,
12219431,JD429383,11/10/20 14:00,006XX N STATE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,1832,18,42,8,11,,,2020,11/17/20 15:49,,,
12218792,JD427564,11/10/20 17:32,015XX N WASHTENAW AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,1423,14,26,24,08B,,,2020,11/17/20 15:49,,,
12217749,JD427085,11/10/20 11:30,109XX S WABASH AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,513,5,9,49,08B,,,2020,11/17/20 15:49,,,
12217398,JD426812,11/10/20 7:30,046XX S PULASKI RD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,FALSE,FALSE,821,8,14,57,14,,,2020,11/17/20 15:49,,,
12218191,JD427803,11/10/20 23:23,085XX W ARGYLE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1614,16,41,76,08B,,,2020,11/17/20 15:49,,,
12217939,JD427473,11/10/20 16:24,016XX E 92ND PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,413,4,8,48,14,,,2020,11/17/20 15:49,,,
12220466,JD429852,11/10/20 14:56,006XX N CLARK ST,890,THEFT,FROM BUILDING,ATHLETIC CLUB,FALSE,FALSE,1832,18,42,8,6,,,2020,11/17/20 15:49,,,
12218128,JD427793,11/10/20 22:28,047XX S DR MARTIN LUTHER KING JR DR,2021,NARCOTICS,POSSESS - BARBITURATES,STREET,TRUE,FALSE,224,2,3,38,18,,,2020,11/17/20 15:49,,,
12217586,JD427224,11/10/20 13:20,005XX W 100TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,FALSE,FALSE,2232,22,9,73,15,,,2020,11/17/20 15:49,,,
12217547,JD427140,11/10/20 11:55,063XX S ARTESIAN AVE,810,THEFT,OVER $500,APARTMENT,FALSE,TRUE,825,8,16,66,6,,,2020,11/17/20 15:49,,,
12218031,JD427685,11/10/20 19:30,075XX S KOSTNER AVE,460,BATTERY,SIMPLE,FACTORY / MANUFACTURING BUILDING,TRUE,FALSE,833,8,18,65,08B,,,2020,11/17/20 15:49,,,
12217100,JD426689,11/10/20 0:24,118XX S EMERALD AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,FALSE,FALSE,524,5,34,53,15,,,2020,11/17/20 15:49,,,
12217874,JD427566,11/10/20 16:00,072XX S ABERDEEN ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,733,7,6,68,6,,,2020,11/17/20 15:49,,,
12217870,JD427479,11/10/20 16:15,032XX W 47TH PL,031A,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,FALSE,FALSE,821,8,14,58,3,,,2020,11/17/20 15:49,,,
12217494,JD427045,11/10/20 9:30,017XX E 74TH ST,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,FALSE,FALSE,324,3,8,43,26,,,2020,11/17/20 15:49,,,
12218103,JD426711,11/10/20 1:30,003XX W DICKENS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1814,18,43,7,14,,,2020,11/17/20 15:49,,,
12217786,JD427387,11/10/20 14:30,040XX W 54TH ST,460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,815,8,23,62,08B,,,2020,11/17/20 15:49,,,
12218060,JD427760,11/10/20 22:02,043XX S MAPLEWOOD AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,922,9,15,58,08B,,,2020,11/17/20 15:49,,,
12222618,JD432999,11/8/20 14:30,061XX S DAMEN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,714,7,16,67,11,,,2020,11/17/20 15:49,,,
12222883,JD432730,11/10/20 16:00,026XX W IOWA ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1211,12,26,24,6,,,2020,11/17/20 15:49,,,
12218253,JD427772,11/10/20 21:45,034XX W CULLOM AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,1723,17,35,16,6,,,2020,11/17/20 15:49,,,
12217956,JD427662,11/10/20 19:29,014XX N MASSASOIT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2531,25,29,25,08B,,,2020,11/17/20 15:49,,,
12218613,JD428280,11/10/20 22:00,064XX W DICKENS AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,APARTMENT,FALSE,FALSE,2512,25,36,19,26,,,2020,11/17/20 15:49,,,
12217156,JD426723,11/10/20 2:12,067XX S JEFFERY BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,TRUE,FALSE,332,3,5,43,14,,,2020,11/17/20 15:49,,,
12217710,JD427363,11/10/20 8:30,003XX S ABERDEEN ST,930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,FALSE,FALSE,1232,12,25,28,7,,,2020,11/17/20 15:49,,,
12217731,JD427336,11/10/20 12:00,028XX E 127TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,433,4,10,55,11,,,2020,11/17/20 15:49,,,
12218461,JD427924,11/10/20 23:30,098XX S INDIANA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,511,5,9,49,7,,,2020,11/17/20 15:49,,,
12217236,JD426797,11/10/20 1:09,001XX W 100TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,FALSE,FALSE,511,5,9,49,15,,,2020,11/17/20 15:49,,,
12217181,JD426733,11/10/20 2:30,085XX S PAULINA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,614,6,21,71,08B,,,2020,11/17/20 15:49,,,
12217614,JD427210,11/10/20 13:25,028XX N KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1412,14,35,21,14,,,2020,11/17/20 15:49,,,
12217923,JD427391,11/10/20 14:50,032XX W MAYPOLE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1123,11,28,27,5,,,2020,11/17/20 15:49,,,
12217678,JD427087,11/10/20 10:00,032XX S MICHIGAN AVE,890,THEFT,FROM BUILDING,OTHER (SPECIFY),FALSE,FALSE,211,2,3,35,6,,,2020,11/17/20 15:49,,,
12217198,JD426704,11/10/20 0:30,023XX E 93RD ST,041A,BATTERY,AGGRAVATED - HANDGUN,HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,413,4,7,48,04B,,,2020,11/17/20 15:49,,,
12218500,JD427634,11/10/20 18:08,081XX S KENNETH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,834,8,18,70,7,,,2020,11/17/20 15:49,,,
12218695,JD428277,11/10/20 20:00,113XX S INDIANA AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,FALSE,FALSE,531,5,9,49,3,,,2020,11/17/20 15:49,,,
12218083,JD427376,11/10/20 7:30,044XX N SPAULDING AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1724,17,33,14,5,,,2020,11/17/20 15:49,,,
12218835,JD428652,11/10/20 23:00,073XX S RIDGELAND AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,324,3,8,43,6,,,2020,11/17/20 15:49,,,
12223015,JD433469,10/1/20 0:01,036XX N NEVA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,1632,16,38,17,26,,,2020,11/17/20 15:49,,,
12218045,JD427698,11/10/20 20:28,050XX W DEMING PL,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,FALSE,TRUE,2521,25,31,19,04A,,,2020,11/17/20 15:49,,,
12217628,JD427306,11/10/20 12:00,055XX S NEWLAND AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,811,8,23,56,11,,,2020,11/17/20 15:49,,,
12218014,JD427697,11/10/20 19:30,080XX S JUSTINE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER (SPECIFY),FALSE,TRUE,612,6,21,71,26,,,2020,11/17/20 15:49,,,
12217796,JD427503,11/10/20 15:53,003XX S CENTRAL AVE,4388,OTHER OFFENSE,VIOLATION OF BAIL BOND - DOMESTIC VIOLENCE,APARTMENT,TRUE,TRUE,1522,15,29,25,26,,,2020,11/17/20 15:49,,,
12217407,JD427008,11/10/20 10:40,005XX E 89TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,632,6,9,44,08B,,,2020,11/17/20 15:49,,,
12222416,JD432804,11/7/20 0:00,022XX E 95TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,413,4,7,51,11,,,2020,11/17/20 15:49,,,
12222485,JD431032,10/25/20 7:00,013XX W 13TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),FALSE,FALSE,1233,12,25,28,11,,,2020,11/17/20 15:49,,,
12218146,JD427815,11/10/20 22:00,063XX S FAIRFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,825,8,17,66,08B,,,2020,11/17/20 15:49,,,
12218332,JD427956,11/10/20 10:30,071XX W GRAND AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,2512,25,29,18,08A,,,2020,11/17/20 15:49,,,
12217954,JD427550,11/10/20 7:00,037XX W DIVERSEY AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,FALSE,TRUE,2523,25,30,21,3,,,2020,11/17/20 15:49,,,
12219480,JD429246,11/10/20 0:00,088XX S WOOD ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2221,22,21,71,6,,,2020,11/17/20 15:49,,,
12217782,JD427467,11/10/20 1:00,026XX W HADDON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1211,12,1,24,14,,,2020,11/17/20 15:49,,,
12220481,JD429916,11/10/20 3:00,039XX N DRAKE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1732,17,35,16,6,,,2020,11/17/20 15:49,,,
12218696,JD428528,11/10/20 8:00,063XX S MAY ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,724,7,16,68,6,,,2020,11/17/20 15:49,,,
12217884,JD427567,11/10/20 17:00,008XX S CICERO AVE,1330,CRIMINAL TRESPASS,TO LAND,AUTO / BOAT / RV DEALERSHIP,FALSE,FALSE,1533,15,29,25,26,,,2020,11/17/20 15:49,,,
12217858,JD427525,11/10/20 14:30,017XX W NORTH AVE,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1433,14,2,24,6,,,2020,11/17/20 15:49,,,
12218288,JD427646,11/10/20 19:16,039XX S ARCHER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,FALSE,FALSE,921,9,12,58,14,,,2020,11/17/20 15:49,,,
12217312,JD426814,11/10/20 7:15,050XX W FULTON ST,460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,1532,15,28,25,08B,,,2020,11/17/20 15:49,,,
12217526,JD426971,11/10/20 9:32,040XX N LINCOLN AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,FALSE,1911,19,47,5,26,,,2020,11/17/20 15:49,,,
12218023,JD427515,11/10/20 16:55,096XX S CHAPPEL AVE,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,431,4,7,51,08B,,,2020,11/17/20 15:49,,,
12222631,JD432983,11/9/20 22:00,034XX W 80TH ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,TRUE,834,8,18,70,26,,,2020,11/17/20 15:49,,,
12217368,JD426991,11/10/20 10:07,064XX S RICHMOND ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,FALSE,FALSE,823,8,17,66,15,,,2020,11/17/20 15:49,,,
12217128,JD426795,11/10/20 0:30,047XX W LEXINGTON ST,330,ROBBERY,AGGRAVATED,STREET,FALSE,FALSE,1131,11,24,25,3,,,2020,11/17/20 15:49,,,
12217168,JD426701,11/10/20 0:01,110XX S VERNON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,513,5,9,49,08B,,,2020,11/17/20 15:49,,,
12218556,JD428352,11/10/20 19:00,012XX W AUGUSTA BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,1213,12,27,24,11,,,2020,11/17/20 15:49,,,
12217599,JD426917,11/10/20 9:15,001XX S COLUMBUS DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,114,1,42,32,08B,,,2020,11/17/20 15:49,,,
12217681,JD427267,11/10/20 11:30,115XX S HALE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2212,22,34,75,6,,,2020,11/17/20 15:49,,,
12218449,JD428179,11/10/20 15:00,093XX S LEAVITT ST,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2221,22,19,72,6,,,2020,11/17/20 15:49,,,
12223216,JD432789,10/31/20 12:34,012XX W WINONA ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,TRUE,2033,20,47,3,26,,,2020,11/17/20 15:49,,,
12217515,JD426893,11/10/20 9:10,071XX S CYRIL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,FALSE,333,3,5,43,14,,,2020,11/17/20 15:49,,,
12217299,JD426833,11/10/20 7:50,071XX S HONORE ST,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,FALSE,FALSE,735,7,17,67,04A,,,2020,11/17/20 15:49,,,
12217718,JD427053,11/10/20 3:58,099XX S HALSTED ST,810,THEFT,OVER $500,OTHER (SPECIFY),FALSE,FALSE,2232,22,34,73,6,,,2020,11/17/20 15:49,,,
12218389,JD427193,11/10/20 13:05,056XX S RACINE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,FALSE,FALSE,712,7,16,68,15,,,2020,11/17/20 15:49,,,
12218165,JD427775,11/10/20 22:38,079XX S MUSKEGON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,422,4,7,46,14,,,2020,11/17/20 15:49,,,
12217651,JD427322,11/10/20 14:30,042XX S COTTAGE GROVE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,214,2,4,38,6,,,2020,11/17/20 15:49,,,
12217915,JD427654,11/10/20 17:00,018XX W BELMONT AVE,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1922,19,47,5,6,,,2020,11/17/20 15:49,,,
12217173,JD426735,11/10/20 2:45,048XX N SPRINGFIELD AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,1712,17,39,14,3,,,2020,11/17/20 15:49,,,
12218053,JD427476,11/10/20 16:26,086XX W FOSTER AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,TRUE,1614,16,41,76,26,,,2020,11/17/20 15:49,,,
12217203,JD426714,11/10/20 1:30,007XX N WILLARD CT,266,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,FALSE,TRUE,1215,12,27,24,2,,,2020,11/17/20 15:49,,,
12218094,JD427752,11/10/20 21:15,074XX S STONY ISLAND AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,FALSE,FALSE,324,3,8,43,7,,,2020,11/17/20 15:49,,,
12220736,JD430168,11/10/20 18:00,045XX W 55TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,815,8,23,62,08A,,,2020,11/17/20 15:49,,,
12222789,JD433224,11/1/20 0:00,015XX W 18TH ST,460,BATTERY,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,1233,12,25,31,08B,,,2020,11/17/20 15:49,,,
12218240,JD427227,11/10/20 13:40,065XX S CARPENTER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,724,7,6,68,14,,,2020,11/17/20 15:49,,,
